数据统计员,深圳市星源材质科技股份有限公司,3.5-5千/月
数据统计员,爱空间装饰（深圳）有限公司,4.5-6千/月
统计分析员/PMC文员,深圳市龙岗区中南社工服务社,4-6千/月
统计员,深圳市三合实业发展有限公司,4.5-7.5千/月
统计文员,金雅豪精密金属科技（深圳）股份有限公司,4-4.5千/月
销售统计,深圳市洋贸国际电子商务有限公司,3-4.5千/月
项目统计员,深圳兆邦基集团有限公司,4-5千/月
统计文员,深圳丽泽智能科技有限公司,4-6千/月
生产文员/统计,深圳市捷佳伟创新能源装备股份有限公司,6-8千/月
统计员,安曼博珠宝控股有限公司,6-8千/月
大专数据统计员,综合包装（深圳）有限公司,3.5-6千/月
办公室文员/统计员/销售文员,广东放假国际旅游股份有限公司,4-6千/月
统计文员,深圳市摩天之星企业管理股份有限公司,4.5-6千/月
统计员,深圳市永庆建设工程有限公司,3-4.5千/月
统计员,深圳市广业电子科技有限公司,3-4.5千/月
统计员,信昌国际精密五金制造有限公司,4-6千/月
统计员,深圳市信睿通科技有限公司,3-4.5千/月
遗传统计分析师,华大基因,0.8-1.2万/月
数据统计/数据分析（高级专员）,深圳市倍轻松科技股份有限公司,6.5-8千/月
计划统计工程师,中国燃气控股有限公司,15-25万/年
生管文员/统计文员/品质文员,深圳华美居家具有限公司,3-4.5千/月
统计文员,深圳市亿科思奇广告有限公司,4-8千/月
网站数据统计员,上海济荷信息科技有限公司,6-8千/月
综合文员（偏向数据统计，欢迎应届毕业生）,深圳市恒信永利金融服务有限公司,6-8千/月
生产文员/生产/统计,深圳东原电子有限公司,3-4.5千/月
统计文员,深圳市惠富康光通信有限公司,3-4.5千/月
教务/数据统计/售后,深圳市上才商务培训中心,3-6千/月
统计员,深圳华加日幕墙科技有限公司,3-6千/月
外贸物流单证及统计助理,深圳市中健侨联电子有限公司,6-8万/年
统计文员,深圳市翼联网络通讯有限公司,3-4.5千/月
统计员,深圳市鼎晟达建筑工程有限公司,3-4.5千/月
统计员,大兴汽车集团,5-7千/月
数据统计分析专员,深圳市白桦树服装有限公司,6-8千/月
工程统计员,深圳恒都塑胶五金有限公司,3.6-4.9千/月
统计文员,深圳市钰创合成光电技术有限公司,5-6千/月
统计文员,勉励龙塑胶（深圳）有限公司,3-4.5千/月
统计员,深圳市维度统计咨询股份有限公司,4-6千/月
统计分析岗,招商银行股份有限公司,1.5-2万/月
数据统计文员,深圳新派花花公子服饰有限公司,3-4.5千/月
统计文员,深圳市邦德培训中心,3.5-5千/月
计划统计员,百丽集团生产系统,4.5-6千/月
数据统计专员,深圳卓正医疗投资咨询有限公司,6-8千/月
数据统计员,深圳万卓文化发展有限公司,6-8千/月
数据统计分析员/理工科优先,深圳玉隆投资置业有限公司,4.5-7.5千/月
财务统计文员,空港（深圳）国际旅行社有限公司,4.5-6千/月
TOP电商运营无经验要求 数学/物理/统计学专业优先,深圳缇嘉服饰有限公司,4-8千/月
生产统计员,深圳市兴日生实业有限公司,4-5.5千/月
人事后勤/统计,深圳市宏颖建筑工程有限公司,4-6千/月
仓库统计员,深圳市禾页时尚商贸有限公司,4.5-6千/月
数据统计员,福建恒安集团有限公司,4-5千/月
德邦统计分析员,德邦快递,4.3-5千/月
数据统计员（双休）,中付支付科技有限公司,5.5-7.5千/月
深圳国际高中双语统计学教师,深圳市英路教育投资有限公司,0.6-1万/月
统计员,深圳市锦鑫物流有限公司,4.5-6千/月
仓库出入管理、统计员,深圳市昶裕隆实业有限公司,3.5-5千/月
统计文员,深圳市芬怡内衣有限公司,5-8千/月
仓库管理员及统计员,深圳市久大轻工机械有限公司,4.2-6.8千/月
运营统计专员,深圳市京华达物流有限公司,4-5.5千/月
数据统计员,深圳市凯菲隆贸易发展有限公司,3.5-6千/月
统计员,傲胜（中国）商业有限公司,4-6千/月
统计文员,旭程电子（深圳）有限公司,3-4.5千/月
财务 统计专员（包住宿）,深圳市博亚供应链有限公司,4.5-6千/月
统计员,深圳影儿时尚集团有限公司,6-8千/月
上市物流数据统计分析员,深圳市亦弘财经有限公司,4.5-6千/月
生产统计员,深圳市科秀科技有限公司,3.5-6千/月
统计员/会计/财务,广州市重联机械有限公司,3-5千/月
数据统计/数据文员,深圳市凌雄租赁服务有限公司,0.6-1万/月
数据统计员 稳定双休 5.8k,深圳市中搜文化艺术发展有限公司,6-8千/月
数据统计员,深圳市雅涛服饰有限公司,4.5-6千/月
数据分析文员/统计员,深圳市中鹏教育科技股份有限公司,5-8千/月
合约资料员/统计员,深圳华汇世纪投资有限公司,4.5-6千/月
银行精准营销数据统计分析岗,深圳市长亮科技股份有限公司,0.8-1.5万/月
财务统计员,泽美时代服饰（深圳）有限公司,5-6千/月
销售统计员,深圳市乐瑞达科技有限公司,4.5-6千/月
统计员,深圳市兴华程建筑工程有限公司,6-8千/月
财务会计助理/统计,深圳市品优生活超市有限公司,4-5千/月
数据专员（统计员）,佳兆业物业管理有限公司(总部),5-7千/月
运营与统计岗,中国电建地产集团华南区域,1.2-2.3万/月
统计员/文员,深圳市联众食品有限公司,3.5-5千/月
工程部资料统计员,鼎弘世纪实业集团（深圳）有限公司,4.5-6千/月
统计员,深圳市缤纷珠宝开发有限公司,3.5-5.5千/月
数据统计文员包住,深圳市迷迩通信技术有限公司,3-4.5千/月
会计 统计 财务 （日本化妆品公司）,深圳市远骥电子商务有限公司,0.6-1万/月
统计文员,四季宝时装（深圳）有限公司,3-4.5千/月
生产文员/统计员,深圳市兆新能源股份有限公司,4-4.5千/月
统计分析员,跨越速运集团有限公司,6-8千/月
统计与机器学习主管/工程师 Fii,富士康工业互联网股份有限公司,20-35万/年
统计员,广州中慧电子有限公司深圳分公司,5.5-9.5千/月
数据统计员,深圳市广北投资集团有限公司,6-9千/月
仓库文员统计员资料员,深圳市星阡陌科技有限公司,3-4.5千/月
